Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,cluster
3007,"""Illegal aliens refuse to leave ritzy hotel digs two blocks from Central Park for a new shelter in Brooklyn. Biden created this entitlement mentality so of course they will continue to demand more and better free stuff and then complain if denied""
https://t.co/Qae3EGTfPY",2023-02-03 03:27:11.660474,1620780723706929152,2023-02-01 13:46:51+00:00,0.0,0.0,1.0,0.0,,,RA40489851,4792,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal,neutral,0.402213841676712,13
3065,"The state has given these new Regional Housing Needs Assessments (RNHA) #s which requires Monterey County &amp; its 12 cities to build 20,295 units of housing between 2023-2031 w 3326 allocated to unincorporated Monterey County🏠 Top Cities: Salinas 6674, Monterey 3654, Gonzáles 1266 https://t.co/5ubHEsmrYC",2023-02-03 03:27:55.488571,1620917359098888193,2023-02-01 22:49:48+00:00,0.0,0.0,1.0,0.0,,,SupervisorAlejo,5716,"(central saanich OR gonzales OR kwakwaka’wakw OR nuu-chah-nulth OR quadra village OR selkirk trestle OR topaz park OR west shore) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",central saanich OR gonzales OR kwakwaka’wakw OR nuu-chah-nulth OR quadra village OR selkirk trestle OR topaz park OR west shore,negative,0.377738863229752,5
3066,"❗SHELTER UPDATE - Tonight only (Feb 1) @EWRMetroVan shelter spaces will be closed at the North Shore Neighbourhood House (225 East 2nd Street) and moved to the North Shore Shelter (705 West 2nd Street).

 Please share if you know someone who needs a safe place to stay. ⬇️ https://t.co/ByuDDTuF24",2023-02-03 03:27:58.161167,1620914862682415106,2023-02-01 22:39:53+00:00,0.0,0.0,0.0,6.0,,,CityOfNorthVan,11302,(central saanich OR gonzales OR kwakwaka’wakw OR nuu-chah-nulth OR quadra village OR selkirk trestle OR topaz park OR west shore) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central saanich OR gonzales OR kwakwaka’wakw OR nuu-chah-nulth OR quadra village OR selkirk trestle OR topaz park OR west shore,negative,0.349602371454239,12
3135,"@Jayraysday @samwhiteraven @timescolonist From how far must one commute to find affordable housing? Langford by bus? Good luck doing well in studies with an hour and a half commute on the way in and an hour on the way home. It's a lot of lost studying out working hours in a work study, coop or part time job to pay for it",2023-02-03 03:29:06.997544,1620965318935060480,2023-02-02 02:00:22+00:00,0.0,0.0,0.0,0.0,,,WBurchnall,17,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć,negative,0.371374696493149,4
3138,"We loved hosting members of the NDP caucus to tour 330 Goldstream last week. It provides  affordable rental homes to families, seniors and working singles and couples in the City of Colwood, and built to passive house standards. Thank you to everyone for… https://t.co/2KWn4g8KXq",2023-02-03 03:29:20.410281,1620847465434943489,2023-02-01 18:12:04+00:00,0.0,0.0,2.0,0.0,,,DominiqueBandet,91,(colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout) (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout,negative,0.36997976899147,4
3141,"@davidrberry_ @DistrictOakBay @bcndp @Dave_Eby @KahlonRav Sure Dave! You can’t have what you can’t afford! Move to Calgary, plenty of homes there! Whiny to say the least! Funny how hard work allows people to buy freedom! Such a strange concept for many!! Like you just deserve a home in Oak Bay!",2023-02-03 03:29:39.092954,1620849768212881409,2023-02-01 18:21:13+00:00,0.0,0.0,3.0,0.0,,,poliright2,104,(colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout,negative,0.375457525253296,4
3144,.@WeInvisible @SJVDemClub Last Remaining Portion of Oakland's Largest Homeless Encampment Faces Eviction https://t.co/b1gJ2F6fZt,2023-02-03 03:30:16.994776,1620976334259499010,2023-02-02 02:44:09+00:00,0.0,0.0,2.0,1.0,,,ebrandt76,744,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,negative,0.364400893449783,4
3145,"On Friday, a federal district judge will decide whether evictions at one of Oakland’s longest-running settlements of unhoused people can proceed.
https://t.co/UBHEhnx3Le",2023-02-03 03:30:19.672146,1620848231910342656,2023-02-01 18:15:07+00:00,0.0,0.0,2.0,1.0,,,KQED,93177,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,neutral,0.36146730184555,12
3146,"On Friday, a federal district judge will decide whether evictions at one of Oakland’s longest-running settlements of unhoused people can proceed.
https://t.co/BTpOOELnkA",2023-02-03 03:30:19.672154,1620833067790385153,2023-02-01 17:14:51+00:00,0.0,0.0,0.0,0.0,,,KQEDnews,50774,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,neutral,0.361620247364044,12
3147,"Council could buy a few Rockland mansions nearby this bad boy. Rezone to this same # of homes, $ell and throw the cash at subsidized housing. Could  start next COTW. Let's gooo https://t.co/HubZYbYL8T",2023-02-03 03:30:22.393243,1620823503489597440,2023-02-01 16:36:51+00:00,3.0,0.0,9.0,0.0,,,robrezee,278,"(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,negative,0.375594139099121,5
3150,"NEW LISTING  935 Royal Terr Victoria BC Rockland - MLS®:922517
$3,950,000 - EXQUISITE ROCKLAND Near-new home has been built with attention to detail. #yyjrealestate #yyjrealtor #yyjre #Luxuryhome #luxuryrealestate #luxurylifestyle #rockland #rocklandbc https://t.co/2WsUzjY9Cn",2023-02-03 03:30:25.164662,1620943096510029824,2023-02-02 00:32:04+00:00,0.0,0.0,2.0,2.0,,,yyj_realestate,276,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,negative,0.353624880313873,10
3151,"NEW LISTING  935 Royal Terr Victoria BC Rockland - MLS®:922517
$3,950,000 - EXQUISITE ROCKLAND Near-new home has been built with attention to detail. #yyjrealestate #yyjrealtor #yyjre #Luxuryhome #luxuryrealestate #luxurylifestyle #rockland #rocklandbc https://t.co/P9Jgq3C1e4",2023-02-03 03:30:25.164670,1620942887033913345,2023-02-02 00:31:14+00:00,0.0,0.0,3.0,3.0,,,qiopalika,9,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,negative,0.353338450193405,10
3152,"NEW LISTING  935 Royal Terr Victoria BC Rockland - MLS®:922517
$3,950,000 - EXQUISITE ROCKLAND Near-new home has been built with attention to detail. #yyjrealestate #yyjrealtor #yyjre #Luxuryhome #luxuryrealestate #luxurylifestyle #rockland #rocklandbc https://t.co/5hV5mclyfm",2023-02-03 03:30:25.164678,1620942720863981568,2023-02-02 00:30:34+00:00,0.0,0.0,4.0,3.0,,,TeriWini,33,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,negative,0.354038804769516,10
3163,"On Friday, a federal district judge will decide whether evictions at one of Oakland’s longest-running settlements of unhoused people can proceed. City officials want to begin developing 170 units of affordable housing at the site.

https://t.co/VjwRDqDEY8",2023-02-03 03:30:38.566031,1620809418060480513,2023-02-01 15:40:53+00:00,0.0,0.0,1.0,0.0,,,akrazia,3152,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum,neutral,0.349398553371429,5
3165,"Dominic Raab 
Currently running the Sun lit Uplands Holiday Camp guests have been complaining how expensive everything is the human excrement on the beach the costly pre-payment heating systems in the chalets which Raab replying said you knew when you booked what it was like here https://t.co/Xz4UND8Iu9",2023-02-03 03:30:57.017150,1621183225409245184,2023-02-02 16:26:15+00:00,0.0,0.0,0.0,0.0,,,YouLazy1,480,(esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands) (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,esquimalt OR harris green OR malahat OR oaklands park OR royal athletic park OR songhees walkway OR uplands,neutral,0.381330758333206,12
3178,"@mattdellok Does it make sense to work in isolation, should there be a greater housing plan that that considers the whole of greater Victoria to strategically maximize our potential. 13 NIMBY municipalities seems to unfairly put all the weight in Victoria’s actions.",2023-02-03 03:31:44.887427,1620656868678041601,2023-02-01 05:34:42+00:00,0.0,0.0,2.0,0.0,,,joemcgillicuty,35,"Greater Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Greater Victoria,neutral,0.385304033756256,0
3179,"Home Energy Navigator is a free program created by local governments in Greater Victoria to engage and support homeowners, including landlords, throughout their retrofit journey, while making sure you get the most out of available rebates. Visit https://t.co/rQKnW6DAzI https://t.co/ykP2UWnbFZ",2023-02-03 03:31:55.492720,1620852379309441048,2023-02-01 18:31:35+00:00,0.0,0.0,0.0,0.0,,,LandlordBC,3144,Greater Victoria (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,Greater Victoria,negative,0.338606029748917,7
3203,"@Derricktgoat There was already a fire on this site. Minors are being trafficked and drug use obviously rampant. The tent city in Victoria park has filled the river with filth, blockades the island, and has made the playgrounds unsafe for children.",2023-02-03 03:33:01.110457,1620813939297898497,2023-02-01 15:58:51+00:00,0.0,0.0,0.0,0.0,,,GalleryOldham,5650,"Victoria (aboriginal coalition to end homelessness OR homelessness services association of bc OR john howard society of victoria OR first metropolitan united church OR john howard society OR city of colwood OR restorative justice victoria OR victoria ready OR bc housing OR coordinated access ""and"" assessment OR victoria sexual assault centre OR tent OR thief) lang:en -is:retweet",Victoria,neutral,0.410725712776184,12
3214,"PRGuy is posting completely misleading information, nothing new in that. Comparing pre hospital care by state is much more complex then a simple graph. Different states record these things differently. Victoria’s system is broken, this is a fact. People need to forget about him https://t.co/sne419H53k NSW, SA overtake Tasmania for slowest ambulance response times in new Productivity Commission report out today. #auspol https://t.co/z9sE682ICE",2023-02-03 03:33:06.942436,1620999285692305409,2023-02-02 04:15:21+00:00,1.0,0.0,4.0,0.0,,,marzephyr12,385,Victoria (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,Victoria,neutral,0.39001676440239,14
3217,"@angharadyeo @Logan_Twt @ShownSolid @bunkusgrimoire @KurtZindulka @Sargon_of_Akkad I hate being that guy but like, in rural Victoria at least, houses are infinitely more affordable by comparison.  Surely the same goes for the U.S.  Not saying he should, but one could simply not live in California, especially if you have a remote job like his.",2023-02-03 03:33:06.942505,1620947245125472257,2023-02-02 00:48:33+00:00,1.0,0.0,0.0,0.0,,,LastmanCanada,22,Victoria (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,Victoria,negative,0.367191433906555,4
3218,@alanrycroft That's due to a number of factors including lack of affordable supply of homes to purchase and the predominate built form in many parts of Victoria is 1950's rental stock. Of that 60% is suspect many would prefer to own.,2023-02-03 03:33:06.942515,1620946366007767040,2023-02-02 00:45:04+00:00,0.0,0.0,0.0,0.0,,,climatecouncil,63062,Victoria (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,Victoria,neutral,0.375345945358276,0
3220,@shannonnsalter @BCPublicService Hi @shannonnsalter  - are you expecting sometime after the April 1st date that employees looking to move out of Victoria / Vancouver to more affordable locations will be able to do so provided there is a ministry office where they are moving?,2023-02-03 03:33:06.942536,1620888558897864705,2023-02-01 20:55:21+00:00,0.0,0.0,0.0,0.0,,,JSkrenka,142,Victoria (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,Victoria,negative,0.384692013263702,2
3221,@cfax1070 I thought this super woke council was all about making Victoria affordable? This should make rents go down,2023-02-03 03:33:06.942547,1620862832580657152,2023-02-01 19:13:08+00:00,0.0,0.0,0.0,0.0,,,BusyBurn,779,Victoria (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,Victoria,neutral,0.41357097029686,0
3223,"@Victoria_Spratt @theipaper @KojoKoram (There’s an interesting insider / outsider thing here isn’t there.  

Commonholders are unlikely to vote for anything that might reduce the value of their property (ie make it more affordable for the next person) once they’ve already paid for it)",2023-02-03 03:33:06.942599,1620788827186151424,2023-02-01 14:19:03+00:00,1.0,0.0,0.0,0.0,,,SocialHousingV,1477,Victoria (aids vancouver island OR pacifica housing OR victoria native friendship centre OR habitat for humanity victoria OR vreb OR district of north saanich OR salt spring exchange OR workbc centre - victoria OR foundry victoria OR complex care OR encampment OR affordable) lang:en -is:retweet,Victoria,neutral,0.385045230388641,4
3231,"@scoopercooper Citizens don't feel safe walking downtown Victoria. Homeless drug addicts living on the streets, hallucinating, scaring people. Decriminalization needs to come with supports and mandatory treatments.",2023-02-03 03:33:10.087792,1620805932585484288,2023-02-01 15:27:02+00:00,0.0,0.0,2.0,0.0,,,LiveSimmy,268,"Victoria (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",Victoria,neutral,0.416391730308533,2
3232,"@OwenGregorian @ScottAdamsSays Did you know that all the Canadian provinces, Alberta 22%, Particularly Edmonton, and Calgary sends their drug addicts and homeless to Vancouver, Victoria, with one way tickets and a wise word to not return? BC is trying to deal with it, but failing.#Truth https://t.co/Nu0a7P73lu",2023-02-03 03:33:10.087802,1620804310119628801,2023-02-01 15:20:35+00:00,0.0,0.0,0.0,0.0,,,heyitslexandra,157,"Victoria (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",Victoria,neutral,0.407431215047836,13
3238,"@VictorBravoJRK @Melbologi @abcnews Indeed. Your pot/kettle analogy is way off base.
When Victoria became a prison camp, I left. 
I’m one of the lucky ones with the means and opportunity.",2023-02-03 03:33:13.065657,1620984983124049923,2023-02-02 03:18:31+00:00,1.0,0.0,0.0,0.0,"Nashville, TN",00ab941b685334e3,CHPVic,5546,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria,neutral,0.375954568386078,6
3241,"@LeninistAnonimo @transscribe @adahspadah @StevenTDennis (3) but these efforts were largely ineffective. Sources 1""The Homeless in the Soviet Union"" by Victoria E. Bonnell in The Russian Review
2""The Problem of Homelessness in the USSR"" by J.A. Petrov in Soviet Studies
3""Everyday Life in the Soviet Union"" by Lindsey A. Hughes",2023-02-03 03:33:13.065717,1620845479952285696,2023-02-01 18:04:10+00:00,0.0,0.0,0.0,0.0,,,ReformJersey,2322,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria,neutral,0.38436958193779,1
3247,"It is vital the staff in our youth justice centres in Victoria have a safe place to work. There have been to many serious assaults to ignore.
 
We must reform YJ to protect staff &amp; offer genuine rehabilitation options for young offenders. #Springst 
   https://t.co/NbHQ4OB5Uh",2023-02-03 03:33:13.065790,1620738644272349185,2023-02-01 10:59:39+00:00,2.0,0.0,4.0,0.0,,,Esther73433638,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria,neutral,0.390008538961411,3
3248,"An injunction is now in place until January 2025 to prevent people parking up and staying overnight at Victoria Business Park in Knypersley. 

It comes after travellers set up camp there for the third time in 12 months.

https://t.co/XvZsMazunC",2023-02-03 03:33:13.065799,1620727455236427787,2023-02-01 10:15:11+00:00,0.0,0.0,0.0,0.0,,,thedownliner,126,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria,neutral,0.398052126169205,12
3249,"There will be much focus on the Bank of England’s rate rise but the real story here is that Britain’s housing market is between a rock and a hard place

🔎 Analysis by @Victoria_Spratt https://t.co/w2I2MTMHt6",2023-02-03 03:33:16.059724,1621076605022896128,2023-02-02 09:22:35+00:00,0.0,1.0,1.0,0.0,,,LyndallTerrier,17,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.369530588388443,10
3250,The Bank of England is expected to announce its 10th consecutive rate rise later today (to 4%). Here's @Victoria_Spratt in @theipaper on why rates is not the real story - Britain's housing crisis remains a vicious circle: https://t.co/WPLBcRVJgU,2023-02-03 03:33:16.059742,1621071687109476353,2023-02-02 09:03:02+00:00,0.0,0.0,5.0,7.0,,,argylehousing,428,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.385983169078827,10
3252,nashville housing starting to look like a victoria’s secret runway. everything is just tall and skinny.,2023-02-03 03:33:16.059771,1621016611971817480,2023-02-02 05:24:11+00:00,0.0,0.0,2.0,0.0,,,bearbear281,784,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.405751645565033,2
3253,"""Housing""?You meant those tents in Vancouver and Victoria? https://t.co/iu7VpFgQV7 Today, Premier @Dave_Eby and I talked about getting results for British Columbians on the priorities we share – building more housing, keeping our communities safe, growing the economy and protecting the environment, and improving health care services. Good to see you, David. https://t.co/EgmjCKKvYU",2023-02-03 03:33:16.117408,1620989046398005248,2023-02-02 03:34:39+00:00,0.0,0.0,0.0,0.0,,,Needtoknow1967,102,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,negative,0.362022638320923,0
3254,"@OilBeak We love the island. Lots of opportunities and options outside of Victoria. Teachers are needed everywhere. Salaries will be on par with or better than AB by Sept. 2024. Outside of housing, cost of living is better in many aspects.",2023-02-03 03:33:16.117447,1620968483122188295,2023-02-02 02:12:57+00:00,1.0,0.0,2.0,0.0,,,CHPVic,5546,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,negative,0.391224920749664,2
3255,"""The numbers that we're seeing suggest that people are really struggling to get appropriate housing that they can afford and regional Victoria is growing,"" @CHIA_News CEO Jess Pomeroy.
#BuildSocialHousing #SpringSt @abcnews 
https://t.co/W0cjcmXBil",2023-02-03 03:33:16.117467,1620954761330839553,2023-02-02 01:18:25+00:00,1.0,0.0,1.0,2.0,,,zacdevries,1781,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.404658377170563,0
3256,The analysis by @CHIA_News &amp; the @UNSWCityFutures based on census data has found 6% of #households in #Melbourne &amp; 5.7% in regional #Victoria are not appropriately housed. #buildsocialhousing https://t.co/08GBpUWt1G https://t.co/7vJWwWzqMx,2023-02-03 03:33:16.117478,1620914998339067904,2023-02-01 22:40:25+00:00,0.0,0.0,4.0,2.0,,,GordonRjag,271,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.379168391227722,0
3257,The latest The Victoria Real Estate Daily! https://t.co/6rjfDJEzyL #housing #realestate,2023-02-03 03:33:16.117487,1620907558490804226,2023-02-01 22:10:51+00:00,0.0,0.0,1.0,1.0,,,CSPC_Victoria,2380,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,negative,0.352897614240646,0
3258,"With interest rates set to rise again, the housing crisis remains a vicious circle - 
analysis by @Victoria_Spratt for @theipaper ahead of the Bank of England's decision - https://t.co/WPLBcRVJgU",2023-02-03 03:33:16.117506,1620861674231320576,2023-02-01 19:08:31+00:00,0.0,0.0,0.0,0.0,,,HarryScoffin,4028,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.395934760570526,10
3259,@CSPC_Victoria You know what else adds to development costs? Taxes fees and levies. but nobody wants to talk about that. https://t.co/q6HmHcADfS,2023-02-03 03:33:16.117516,1620852666623733761,2023-02-01 18:32:44+00:00,0.0,0.0,1.0,0.0,,,pwramsey,7736,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.392229408025742,13
3260,@Scott__Davey Hi Scott I thought housing was a Regional responsibility. In regards to Queen Victoria next time follow the constitution. I should remind you that Amy Smoke ignored covid protocols. Have a great day!,2023-02-03 03:33:16.117544,1620838449485090816,2023-02-01 17:36:14+00:00,0.0,0.0,0.0,0.0,,,AlastairParvin,9571,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,negative,0.375259280204773,0
3261,"There will be much focus on the Bank of England’s rate rise in coming days but the real story here is that Britain’s housing market is between a rock and a hard place

🔎 Analysis by @Victoria_Spratt https://t.co/3sZllkm1Qs",2023-02-03 03:33:16.117553,1620834328761569292,2023-02-01 17:19:52+00:00,0.0,0.0,1.0,1.0,,,johnmurrays,14065,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.366864383220673,10
